Protein,Low Acetate,High Acetate,Higher Acetate,High Fomrate,WTvsAchrs48,WTvsAchr144,WTvsH2hr,WTvsH2hr144
GSU0259,-0.830350524,-0.456748548,-0.523669039,-0.523669039,-0.306630238,-4.338674421,-4.410374027,-0.916664512
GSU0260,0.411831562,0.291539953,-0.329627208,-0.329627208,-4.369668986,-0.715204766,-0.706148531,-0.315265559
GSU0261,1.038224655,1.037107675,0.003427418,0.003427418,0.584679012,-1.271111731,-5.015689888,-4.993571152
GSU0263,-1.032667378,-1.263730014,-1.432642009,-1.432642009,-4.974826823,-0.547957127,0.014586483,0.103802125
GSU0264,-0.635528292,-0.472950488,-1.718219711,-1.718219711,-1.314146976,0.426064479,0.438513855,-0.239945157
GSU0265,-0.445684815,-0.039453424,-0.830045659,-0.830045659,-1.966254191,-0.83598465,-0.624641102,-1.092985419
GSU0266,0.930447163,0.895470723,0.708276338,0.708276338,0.078410397,-0.751445597,-1.354217135,-1.386618697
GSU0267,0.122796924,-0.885204104,-0.333069026,-0.333069026,-1.004157394,-2.249308342,-2.041499266,-1.653945162
GSU0268,0.098000669,-0.261559035,-0.134649814,-0.134649814,-2.585366051,-4.134814448,-3.001819459,-1.58117957
GSU0269,-0.458648839,-0.94905979,-0.77693181,-0.77693181,-2.762409016,-1.676749243,-1.380209723,-1.14367293
GSU0270,-0.208094566,-0.195089069,-0.335492942,-0.335492942,-0.886167632,-0.686037156,-1.729826814,-1.264274736
GSU0271,-0.36092798,-0.416687686,-0.478486254,-0.478486254,-1.07339216,0.159706679,-0.269901714,0.452940742
GSU0272,0.169178348,-0.280087827,0.300809373,0.300809373,0.449089583,-7.024816,-1.484681045,-3.574307673
GSU0273,0.63161344,0.565216643,-0.231978404,-0.231978404,-1.197030079,-1.291441248,-3.237505738,-0.427526943
GSU0274,-1.414241525,-1.256043841,-2.145699877,-2.145699877,-1.507466735,2.191061788,0.781702523,0.029333358
GSU0275,-1.243684083,-1.527236229,-2.710836486,-2.710836486,0,0,0,0
GSU0276,0.105799956,0.067441758,-1.070835362,-1.070835362,0,0,0,0
GSU0277,0.350446707,0.780550029,0.01682304,0.01682304,0.31049853,-0.898970001,0.551560107,-4.685018176
GSU0278,0.462859034,0.884758262,-0.010216771,-0.010216771,0.301132725,0.594506719,-0.405208377,-1.180752735
GSU0279,-0.016307283,-0.316764403,-0.427056325,-0.427056325,1.492725697,1.682239612,1.161838491,1.521158134
GSU0280,0.979018447,1.043519999,0.813545723,0.813545723,0.093610426,-0.986923344,-2.363039984,-2.257452147
GSU0281,0.963199894,1.011570191,0.833511769,0.833511769,0,0,0,0
GSU0283,0.610368681,0.652739644,0.253906347,0.253906347,-1.147096291,-1.614370452,-1.42993853,-2.554487742
GSU0284,-0.367090992,-0.605865874,0.275891326,0.275891326,0.302564526,-0.34830524,-0.172003605,-0.810169198
GSU0285,0.168471324,0.149535823,0.287678946,0.287678946,0.00192771,0.054472638,0.820060697,2.046908337
GSU0286,1.161537103,0.798721292,1.09718109,1.09718109,-0.786384553,-0.18972634,-0.412059489,-1.104896513
GSU0287,0.814436314,0.921676866,0.813096115,0.813096115,0.224435402,0.462137918,-0.240232724,-0.022963402
GSU0288,0.379559087,0.207095698,0.524700047,0.524700047,0.406182383,0.554962438,0.125186795,0.516858294
GSU0289,-0.172972912,-0.342363334,0.013293083,0.013293083,0.622544433,0.974029085,1.683326055,0.931669915
GSU0290,0.036760454,-0.243628729,0.081744784,0.081744784,-0.08712728,-0.443085084,-0.475716823,-0.407940295
GSU0291,0.316219463,0.001169998,-0.216010021,-0.216010021,0.424764624,-0.611643664,0.099474928,0.129122579
GSU0292,0.76094468,1.585399143,1.302048967,1.302048967,-2.039685372,-5.548385354,0.463735117,-0.557200525
GSU0293,0.854957917,0.824007401,0.745172271,0.745172271,-2.170953243,-0.735704627,-0.773800488,0.030738857
GSU0294,0.44143696,0.576798064,0.37429859,0.37429859,-0.507915703,-2.309409696,-1.722798523,-0.341712407
GSU0295,0.774966164,0.66546493,0.253745028,0.253745028,0,0,0,0
GSU0296,0.8725512,0.642434685,0.616691706,0.616691706,-1.471703962,2.683004885,0.281837312,0.35338641
GSU0297,0.848214445,1.042497652,0.585175053,0.585175053,1.640929706,-0.393203073,0.417991425,-0.543375226
GSU0299,0.299224005,0.164820803,0.589327938,0.589327938,-2.278615079,-2.882085896,-2.680368047,-1.910808517
GSU0300,-0.100150818,-0.322662873,-0.037162941,-0.037162941,0,0,0,0
GSU0301,-1.016744603,-1.302924651,-1.731029693,-1.731029693,-2.439958562,-2.603602286,-1.910841798,-2.144158773
GSU0302,-0.894074468,-1.071313194,-1.765264831,-1.765264831,-1.039671187,-2.548578084,-2.446951666,-1.305655585
GSU0303,0.869758261,0.840251946,0.500526747,0.500526747,-0.265039253,-2.367105961,-1.734325872,-0.680214977
GSU0304,0.409469198,0.896689645,0.246247928,0.246247928,0.56567043,-1.093588216,-0.666501856,0.258707882
GSU0305,0.216432345,0.265191708,0.402338204,0.402338204,-0.563948271,-0.741379263,0.049739592,1.168611437
GSU0306,0.19353143,0.208748657,-0.476846824,-0.476846824,-1.673332669,0.662467361,1.10383544,-1.359055414
GSU0307,-0.959647652,-0.632367006,-0.70091483,-0.70091483,-1.460924774,-1.251243342,-1.640633601,-0.96017005
GSU0308,-0.728805365,-0.302366777,-1.131815471,-1.131815471,-1.082595293,-1.806889717,-0.70309721,0.656413749
GSU0309,-0.803005462,-0.392175922,-0.7984091,-0.7984091,-1.46624668,-0.77199558,0.764233748,0.819986616
GSU0310,-0.72683504,-0.554957466,-0.877004733,-0.877004733,-1.189934561,-0.058525832,0.360370541,-0.62307488
GSU0312,-0.290862653,-0.542008645,0.362843665,0.362843665,-0.15013759,-1.033763177,-0.167799524,-0.25502758
GSU0313,0.147210069,-0.554658327,-0.595970402,-0.595970402,0.441785041,-0.29243277,-0.026617096,-5.117724781
GSU0314,-0.014225068,-0.030370649,-0.204572529,-0.204572529,-1.258000004,0.123009208,-0.242568435,-1.329746261
GSU0315,-0.97043807,-0.033832855,-1.04176776,-1.04176776,0.653038709,-0.980777191,-0.46644317,0.816303244
GSU0316,-3.994286556,-2.627234872,-3.275231304,-3.275231304,1.567585783,1.543989115,0.731908366,1.744739981
GSU0317,0.823062342,0.328654034,0.302250685,0.302250685,-1.539827067,3.060651877,0.35251828,1.903452377
GSU0318,1.121567353,1.132757195,1.150361727,1.150361727,1.050517004,3.144885845,1.215847137,-2.668277102
GSU0319,-0.308886223,-0.181197974,-0.572756585,-0.572756585,0.368794278,-2.222588016,-2.200544875,-5.457548502
GSU0320,-0.43712337,-0.778768804,-0.891540128,-0.891540128,-1.448544376,1.063230938,-0.180359324,0.620015064
GSU0321,-0.307745325,-0.18110915,-0.820716361,-0.820716361,-1.891340382,0.586233905,0.527999559,-0.596831904
GSU0322,0.004337442,-0.131648276,-0.456071376,-0.456071376,-0.540889036,-0.413955214,0.208543348,-0.843476375
GSU0323,0.407042886,0.220832662,-0.108667956,-0.108667956,1.478416181,-0.802437935,-1.435673997,0.730334136
GSU0324,0.074552624,0.101373576,-0.114046553,-0.114046553,-0.819935017,-0.413955214,-0.755912572,0.297508056
GSU0325,-0.045525998,0.189866366,-1.049907015,-1.049907015,0.332262513,-4.136839332,1.0826625,0.647148381
GSU0326,-0.852532993,-0.778506532,-0.900593489,-0.900593489,1.172274206,-4.314544943,0.957261125,-0.656548918
GSU0327,0.119875019,0.083818808,-0.380035606,-0.380035606,1.191805871,-4.999446771,-5.073611372,1.198829714
GSU0328,0.42866865,0.224683736,-0.248773078,-0.248773078,0.294790079,-4.14986736,-4.22181878,1.17996036
GSU0329,0.09977832,0.233904122,-0.157403193,-0.157403193,-0.428353107,0.620147923,0.817983152,0.45014653
GSU0330,0.678714425,0.385470246,0.508503512,0.508503512,-0.926384673,-0.487082764,0.130415756,-1.032809938
GSU0331,0.314455072,0.107832738,1.355565121,1.355565121,-2.562277995,-2.309398536,-2.144415543,-0.669674658
GSU0332,0.357739644,0.109602051,1.735827693,1.735827693,-1.532659492,-0.040981989,-0.594107419,-1.791517541
GSU0333,-1.546721714,-1.498115229,-0.317045228,-0.317045228,-2.741185462,-3.146335452,-1.710866583,-3.559942104
GSU0334,-1.594336134,-1.505801281,-0.855613693,-0.855613693,-1.551749547,-7.009359321,-1.470343451,-8.168046961
GSU0335,-1.016681557,-1.196959488,-1.358664471,-1.358664471,0.173035706,-2.891062671,-2.114222213,-2.902753452
GSU0336,-1.636691233,-1.357997299,-1.022337397,-1.022337397,1.020734127,-1.67688142,-1.498173349,0.191076562
GSU0337,-1.99539644,-1.50585775,-1.74889616,-1.74889616,-1.004002293,1.299316856,0.601949007,-0.238250017
GSU0338,-2.199021945,-2.364161358,0.481525157,0.481525157,-1.393815462,1.383883277,0.940551401,-1.136717336
GSU0339,-1.686045316,-2.064172752,0.803788915,0.803788915,-1.175932516,0.047769329,-0.733034354,0.447462423
GSU0340,-1.293219071,-1.520435788,1.757363652,1.757363652,-1.438702265,-0.247965765,-4.972858556,-1.192585559
GSU0341,-1.277637602,-1.62257028,1.61512357,1.61512357,-1.010214363,-1.306723215,-0.967723526,-2.408504881
GSU0342,-1.372967735,-1.828526155,0.956458591,0.956458591,-2.585566063,-1.254240035,-1.043789425,-2.260462469
GSU0343,-0.868346465,-1.176851758,1.191463931,1.191463931,-2.50556964,-2.954197378,-2.071084811,0.32613476
GSU0344,-1.008230412,-1.295902312,1.357120393,1.357120393,-2.189862331,0.041528299,-0.917904133,-0.91105624
GSU0345,-0.851121168,-1.112388476,0.85921869,0.85921869,-1.082779626,-1.128973217,-1.015608209,-2.720152468
GSU0346,-0.862630319,-1.067178777,0.881097764,0.881097764,-0.437632343,-1.467539962,-0.478639667,-0.527479006
GSU0347,-1.201903205,-1.474925863,0.97018943,0.97018943,-0.875862769,-1.592830074,-0.488317576,-1.808030791
GSU0348,-0.956996544,-1.222699619,1.54620632,1.54620632,-5.692679396,-0.981477012,-2.863962258,-1.891546016
GSU0350,-1.092853558,-1.314189256,1.335600845,1.335600845,-0.750280981,-1.980803154,-2.342469372,-0.777529824
GSU0351,-1.135920525,-1.383317218,1.280913034,1.280913034,-0.087428067,-1.447103983,-4.277636932,-0.192406483
GSU0352,-0.217008272,-0.54670837,1.185855717,1.185855717,0.128587487,-1.883716034,-1.482899256,1.000741794
GSU0353,0.360166694,-0.366767287,0.65585817,0.65585817,-1.246710717,-0.468112607,1.001679525,-0.218871233
GSU0354,0.957116199,0.151847675,0.951022517,0.951022517,-1.063295773,-0.422096839,-0.606436281,-1.781799327
GSU0355,0.768404943,0.063909003,0.913875006,0.913875006,-1.322757511,-0.952767131,-1.734612235,-1.84233076
GSU0356,1.354413906,1.436080037,1.284929141,1.284929141,-0.470276474,-2.245451864,-1.54606003,-2.090139543
GSU0357,0.379359442,0.788144414,0.648278727,0.648278727,-0.060955453,-1.38323189,-1.240483714,0.243482846
GSU0358,1.582899183,0.935240883,1.298937072,1.298937072,-0.128715533,-0.107424142,-2.484184193,-0.080320073
GSU0359,0.303724287,0.416990042,0.238505281,0.238505281,0.150655931,-0.984543212,-0.210209877,1.561724506
GSU0360,0.395825343,0.181558371,0.608175659,0.608175659,-1.440787509,-0.035991625,0.53007238,-0.522251105
GSU0361,-1.032231811,-0.71744116,-0.432938465,-0.432938465,-2.817925599,-1.055156743,-0.856638883,-1.6223496
GSU0362,-0.388435359,-2.176364856,0.001626046,0.001626046,0.780360302,-1.432389516,-1.845000425,-6.381549024
GSU0363,0.476060293,0.136430282,0.183612818,0.183612818,0.54994171,0.361814327,-0.542305067,-0.591128163
GSU0364,0.231564328,0.701307155,-0.084431213,-0.084431213,1.488763835,-2.210363695,-0.140851558,0.2326386
GSU0365,-0.919767903,-0.798242965,-1.08148989,-1.08148989,0,0,0,0
GSU0366,0.850621165,0.208346935,0.392333053,0.392333053,-0.476800681,-0.005368116,0.046972491,0.942633865
GSU0367,0.493159948,0.222513223,-0.135396037,-0.135396037,-0.507299883,1.301265775,0.430074443,-0.326559001
GSU0368,-0.149486035,-0.234703815,-0.409456829,-0.409456829,-0.542052613,1.892410011,0.12727878,-1.130418047
GSU0369,0.251725237,0.601591563,0.516559774,0.516559774,-4.687282256,-0.290457054,-0.473503526,-1.054703466
GSU0370,0.643526787,0.605578245,-0.262879551,-0.262879551,-1.457998989,-0.498120712,-1.727895202,-4.706816667
GSU0371,0.384398641,0.68986682,0.380175917,0.380175917,-1.299284706,-0.278509199,0.58114157,-0.936864267
GSU0372,1.824001356,1.428426621,1.889409336,1.889409336,-0.083759524,-4.656662014,0.82025989,-1.189545983
GSU0373,0.86468321,1.068531973,1.291500085,1.291500085,-1.889539611,-0.917901664,-1.230339306,-0.236238077
GSU0374,0.054010073,0.238415688,0.250354591,0.250354591,0.471630331,-1.41692618,-0.223779893,-2.327128451
GSU0375,1.320178664,1.044826809,1.333517571,1.333517571,-1.702088177,-1.288737281,-1.4726979,-0.510790131
GSU0376,0.495958212,0.64691403,1.093779436,1.093779436,-1.673649708,-7.259201882,0.892514013,-0.747760937
GSU0377,1.12421103,0.735923634,0.922079417,0.922079417,-0.26858739,-3.933222625,-0.723901275,-1.352637101
GSU0378,1.22626638,0.754332191,1.493178826,1.493178826,0.015145989,-1.676516729,-1.875304355,-0.006927103
GSU0379,1.030815997,0.68748736,0.759528001,0.759528001,0.395925324,-6.696352214,-0.291073167,0.19161859
GSU0380,1.231650302,0.855001483,1.111746099,1.111746099,0.593908192,-0.976543152,-0.969144549,0.463792449
GSU0381,-0.269244478,0.264770019,1.147283827,1.147283827,-0.123108274,-0.737119609,0.011392542,0.194632411
GSU0382,1.026983885,0.618179254,1.211668,1.211668,-1.216584992,-0.55175286,0.314169113,0.193000223
GSU0383,-0.573601243,-0.32539495,0.025938727,0.025938727,-2.009178218,-0.338622854,0.190890951,-4.843990344
GSU0384,-1.166137079,-1.778626268,1.329348019,1.329348019,-2.443109192,0.05831594,-4.865383273,-3.094667055
GSU0385,0.803643982,1.075015364,0.657241841,0.657241841,-1.251821873,-4.793276042,-0.06288834,-6.072988645
GSU0386,-0.397060969,0.476311497,0.16409647,0.16409647,-1.087212592,-2.776428366,-1.207467654,-2.052759125
GSU0387,-0.419490989,0.126693384,-0.386750626,-0.386750626,-0.014794866,-6.01971118,-0.326421278,-1.141713125
GSU0388,-1.232184954,-0.705837374,-0.029289675,-0.029289675,-2.039741829,-0.422433549,-1.715375752,0.703269309
GSU0389,-1.000278657,-0.461842379,-0.38229316,-0.38229316,-2.232823428,-1.90987391,0.17509822,-0.304208391
GSU0390,-0.297995614,-0.533743799,-0.62583869,-0.62583869,2.008712985,0.914702983,-6.541927176,-0.510268463
GSU0391,-0.605733749,-0.014604536,-0.518663228,-0.518663228,-1.906714626,-1.77997892,-1.423801022,-2.404496629
GSU0392,-0.877184597,-0.141859534,-0.67055923,-0.67055923,-2.160031923,-0.761203944,0.792641486,-1.514863744
GSU0393,-2.033648903,-1.26671078,-3.270019181,-3.270019181,-2.260947695,1.184773453,0.361544599,-2.391618907
GSU0394,-0.520940847,0.322830574,-0.317213779,-0.317213779,-1.247239839,0.253999479,-0.304776889,-0.642654384
GSU0395,-1.318836002,-0.097111168,-1.510916999,-1.510916999,-0.863061396,-0.314242879,-1.003255951,-0.062562418
GSU0396,-0.747475763,-0.324413011,-0.541878958,-0.541878958,-2.194481517,-1.167367149,-0.735597178,0.257555555
GSU0397,-0.867386114,-0.279565175,-0.611357582,-0.611357582,-7.327169934,-0.634736175,-0.47067406,-0.97833811
GSU0398,-2.06568019,-0.53370404,-1.091619652,-1.091619652,-6.064884832,-0.713010639,-1.098963446,-1.680345924
GSU0399,-1.054890317,-0.220085385,-0.529339425,-0.529339425,0.336070489,-1.402661822,-3.974174234,-5.038757373
GSU0400,-0.065744056,0.4661038,-0.000894646,-0.000894646,-0.935742462,-3.575808183,-6.106957817,1.136015842
GSU0401,-1.476180758,-0.204915368,-1.481620644,-1.481620644,0.452966822,-1.339762562,-5.064730779,1.962677512
GSU0402,-1.316585838,-0.685714766,-1.152987277,-1.152987277,0,0,0,0
GSU0403,-0.250620895,0.629371673,0.343969692,0.343969692,2.008712985,-4.990656354,0.31332727,-0.030980108
GSU0404,0.529130273,1.316773184,0.456850044,0.456850044,0,0,0,0
GSU0405,0.520164261,1.845050816,0.436009351,0.436009351,2.904618682,2.199989231,0.868621552,0.863788174
GSU0406,1.074242475,1.402791479,1.282849529,1.282849529,0.801167986,1.072917019,1.582124961,0.964729948
GSU0407,0.735281442,1.592978781,0.874129854,0.874129854,0,0,0,0
GSU0408,1.124997632,1.213469949,1.799754636,1.799754636,0,0,0,0
GSU0409,1.007631452,1.619179483,1.353433307,1.353433307,2.071320296,1.11193745,1.732182857,1.331837069
GSU0410,0.994080716,1.644595173,1.040467627,1.040467627,1.734668989,2.191061788,2.284348043,-0.177253365
GSU0411,0.727762116,0.752372191,0.89884358,0.89884358,0.873230135,-0.78065137,1.304635301,0.706841981
GSU0412,0.136255137,0.57615068,0.087363552,0.087363552,2.167144097,0.736397535,0.314511494,-3.741643229
GSU0413,0.543359948,0.584053532,0.387874095,0.387874095,2.501829097,1.586660986,-0.340827302,5.399542843
GSU0414,2.342866273,3.31139757,3.471543201,3.471543201,0,0,0,0
GSU0415,2.918127557,2.645718774,1.863670274,1.863670274,2.526606705,-3.726961069,-3.79718689,2.544840002
GSU0416,1.288008993,1.341452847,1.125471313,1.125471313,3.13154924,-3.694879962,1.164263175,0.964729948
GSU0417,1.038096701,1.380446723,1.693166484,1.693166484,2.416862107,3.074143054,1.753840723,-4.243890723
GSU0418,1.285413446,1.194074295,2.016452844,2.016452844,0,0,0,0
GSU0419,1.508886481,1.159355984,1.218723493,1.218723493,0.898949865,2.60294643,1.689914141,3.121627098
GSU0420,0.877258575,1.548581501,2.128984942,2.128984942,3.402659427,3.686375937,1.42350447,0.690438089
GSU0421,2.813347043,2.528943322,2.0698711,2.0698711,0,0,0,0
GSU0422,1.818602315,2.231180019,1.669529677,1.669529677,-3.991007583,1.398271804,0.071553508,-4.010155535
GSU0423,1.052880024,1.104328857,0.392998955,0.392998955,1.540340271,3.849252786,2.383432147,-3.724108408
GSU0424,0.644151993,1.452795326,0.74020326,0.74020326,2.05260697,2.605906052,1.488172848,1.334278208
GSU0425,1.447251229,0.695013426,0.540943622,0.540943622,-0.014794866,1.630089341,0.825832453,-1.94504994
GSU0426,0.721647482,0.758295363,0.352851472,0.352851472,0.462010488,0.067598185,-3.7491572,-0.98498962
GSU0427,-0.652793347,-0.792762865,-0.943850344,-0.943850344,-0.566365234,2.814161802,1.753840723,-5.51241683
GSU0428,-4.40305261,-1.069959313,-3.110054612,-3.110054612,-1.039649435,-0.595277121,1.583965954,-1.271980377
GSU0429,-3.78665144,-1.458566073,-3.428905001,-3.428905001,-0.576709061,-6.621478067,-0.270777785,0.815315133
GSU0430,-2.495881903,0.087885944,-1.991493795,-1.991493795,-4.536786069,-0.854958802,-1.401691553,-0.333200441
GSU0431,-4.308238582,-1.27621698,-3.408850063,-3.408850063,-0.872005851,-1.892120733,-0.205596552,-0.525260884
GSU0432,-2.641702889,-0.309098743,-2.22753434,-2.22753434,0.063785758,-4.506134945,-0.344420624,0.650358367
GSU0433,-2.172693447,-0.556013199,-1.922651364,-1.922651364,0.276368875,-0.051881314,1.030548534,-1.264110325
GSU0434,-0.322499666,-0.412859421,-0.350104768,-0.350104768,-1.363556823,0.666876855,-0.466171486,0.460777455
GSU0435,-0.928652066,-0.587405645,0.029946927,0.029946927,5.047084566,-0.448957656,1.215707988,-0.769922357
GSU0436,-0.129856649,0.162696038,-0.31474621,-0.31474621,0,0,0,0
GSU0437,-0.047982711,-0.200371446,-0.679798338,-0.679798338,-0.188177752,-0.77547157,1.315210044,-1.732414203
GSU0438,-0.555383495,-0.471417774,-1.450854098,-1.450854098,-0.05439397,5.631532311,-0.720266173,-1.423134552
GSU0439,-0.404334959,0.009224979,-0.717036581,-0.717036581,-0.942045994,5.582199418,5.296833036,-0.682079316
GSU0440,-0.612102219,-0.235569469,-1.004740376,-1.004740376,-0.331693872,-0.431171478,0.26622786,0.473145938
GSU0441,-0.295209802,-0.324432869,-0.817044719,-0.817044719,-0.126206422,-2.798355433,-0.278324787,1.142945827
GSU0442,-0.697505401,-0.318000374,-0.928912465,-0.928912465,0.537052508,-1.04161647,-2.396707743,0.549168693
GSU0443,-0.631542301,-0.57175985,-1.151435727,-1.151435727,0.483455199,-0.70702293,-2.99827251,0.288308117
GSU0444,0.387234344,0.481080945,-0.42102557,-0.42102557,0.382122503,-0.67964412,-1.060976703,2.620374727
GSU0446,0.414644529,0.439933692,-0.489866845,-0.489866845,0.006553038,-2.848265229,-0.146367588,-0.184235555
GSU0447,-1.18934861,-1.258289397,-2.002950773,-2.002950773,1.751700331,0.623049734,1.406815459,-1.346474303
GSU0448,1.703331814,1.147960421,1.653114532,1.653114532,0.110126738,-0.131132399,0.485812053,-2.630603916
GSU0450,1.170393489,0.907454821,0.928858069,0.928858069,-0.237535423,-0.875774272,-0.271414014,-1.713481574
